date_id,product_id,location_id,channel_id,$ Volume
0,9,2,21,20.0
0,10,2,21,20.0
0,16,2,21,20.0
0,2,1,8,0.0
0,5,1,8,0.0
0,6,1,8,0.0
0,9,1,8,0.0
0,10,1,8,0.0
0,16,1,8,0.0
0,3,1,5,1327.5
0,4,1,5,1327.5
0,7,1,5,1327.5
0,12,1,5,1327.5
0,13,1,5,1327.5
0,14,1,5,1327.5
0,17,1,5,1327.5
0,0,4,8,0.0
0,1,4,8,0.0
0,8,4,8,0.0
0,11,4,8,0.0
0,15,4,8,0.0
0,18,4,8,0.0
0,19,4,8,0.0
0,20,4,8,0.0
0,0,3,11,410.0
0,1,3,11,410.0
0,8,3,11,410.0
0,11,3,11,410.0
0,15,3,11,410.0
0,18,3,11,410.0
0,19,3,11,410.0
0,20,3,11,410.0
0,2,6,12,22.5
0,5,6,12,22.5
0,6,6,12,22.5
0,9,6,12,22.5
0,10,6,12,22.5
0,16,6,12,22.5
0,2,1,1,12.5
0,5,1,1,12.5
0,6,1,1,12.5
0,9,1,1,12.5
0,10,1,1,12.5
0,16,1,1,12.5
0,0,3,17,1082.5
0,1,3,17,1082.5
0,8,3,17,1082.5
0,11,3,17,1082.5
0,15,3,17,1082.5
0,18,3,17,1082.5
0,19,3,17,1082.5
0,20,3,17,1082.5
0,3,0,3,114.91
0,4,0,3,114.91
0,7,0,3,114.91
0,12,0,3,114.91
0,13,0,3,114.91
0,14,0,3,114.91
0,17,0,3,114.91
0,0,3,22,4.22
0,1,3,22,4.22
0,8,3,22,4.22
0,11,3,22,4.22
0,15,3,22,4.22
0,18,3,22,4.22
0,19,3,22,4.22
0,20,3,22,4.22
0,3,0,3,162.73
0,4,0,3,162.73
0,7,0,3,162.73
0,12,0,3,162.73
0,13,0,3,162.73
0,14,0,3,162.73
0,17,0,3,162.73
0,0,4,23,269.37
0,1,4,23,269.37
0,8,4,23,269.37
0,11,4,23,269.37
0,15,4,23,269.37
0,18,4,23,269.37
0,19,4,23,269.37
0,20,4,23,269.37
0,3,6,15,15.0
0,4,6,15,15.0
0,7,6,15,15.0
0,12,6,15,15.0
0,13,6,15,15.0
0,14,6,15,15.0
0,17,6,15,15.0
0,0,1,17,23.24
0,1,1,17,23.24
0,8,1,17,23.24
0,11,1,17,23.24
0,15,1,17,23.24
0,18,1,17,23.24
0,19,1,17,23.24
0,20,1,17,23.24
0,0,0,24,12.49
0,1,0,24,12.49
0,8,0,24,12.49
0,11,0,24,12.49
0,15,0,24,12.49
0,18,0,24,12.49
0,19,0,24,12.49
0,20,0,24,12.49
0,3,6,1,16.9
0,4,6,1,16.9
0,7,6,1,16.9
0,12,6,1,16.9
0,13,6,1,16.9
0,14,6,1,16.9
0,17,6,1,16.9
0,2,6,5,2107.5
0,5,6,5,2107.5
0,6,6,5,2107.5
0,9,6,5,2107.5
0,10,6,5,2107.5
0,16,6,5,2107.5
0,2,2,3,128.91
0,5,2,3,128.91
0,6,2,3,128.91
0,9,2,3,128.91
0,10,2,3,128.91
0,16,2,3,128.91
0,2,4,14,5.0
0,5,4,14,5.0
0,6,4,14,5.0
0,9,4,14,5.0
0,10,4,14,5.0
0,16,4,14,5.0
0,2,4,19,67.5
0,5,4,19,67.5
0,6,4,19,67.5
0,9,4,19,67.5
0,10,4,19,67.5
0,16,4,19,67.5
0,2,1,16,52.5
0,5,1,16,52.5
0,6,1,16,52.5
0,9,1,16,52.5
0,10,1,16,52.5
0,16,1,16,52.5
0,0,2,25,4.22
0,1,2,25,4.22
0,8,2,25,4.22
0,11,2,25,4.22
0,15,2,25,4.22
0,18,2,25,4.22
0,19,2,25,4.22
0,20,2,25,4.22
0,2,6,11,127.5
0,5,6,11,127.5
0,6,6,11,127.5
0,9,6,11,127.5
0,10,6,11,127.5
0,16,6,11,127.5
0,2,0,5,359.72
0,5,0,5,359.72
0,6,0,5,359.72
0,9,0,5,359.72
0,10,0,5,359.72
0,16,0,5,359.72
0,3,3,26,47.5
0,4,3,26,47.5
0,7,3,26,47.5
0,12,3,26,47.5
0,13,3,26,47.5
0,14,3,26,47.5
0,17,3,26,47.5
0,3,2,10,37.5
0,4,2,10,37.5
0,7,2,10,37.5
0,12,2,10,37.5
0,13,2,10,37.5
0,14,2,10,37.5
0,17,2,10,37.5
0,0,1,3,305.0
0,1,1,3,305.0
0,8,1,3,305.0
0,11,1,3,305.0
0,15,1,3,305.0
0,18,1,3,305.0
0,19,1,3,305.0
0,20,1,3,305.0
0,2,4,23,137.5
0,5,4,23,137.5
0,6,4,23,137.5
0,9,4,23,137.5
0,10,4,23,137.5
0,16,4,23,137.5
0,3,2,27,322.5
0,4,2,27,322.5
0,7,2,27,322.5
0,12,2,27,322.5
0,13,2,27,322.5
0,14,2,27,322.5
0,17,2,27,322.5
0,2,1,2,10.0
0,5,1,2,10.0
0,6,1,2,10.0
0,9,1,2,10.0
0,10,1,2,10.0
0,16,1,2,10.0
0,0,4,12,14.79
0,1,4,12,14.79
0,8,4,12,14.79
0,11,4,12,14.79
0,15,4,12,14.79
0,18,4,12,14.79
0,19,4,12,14.79
0,20,4,12,14.79
0,0,1,7,635.0
0,1,1,7,635.0
0,8,1,7,635.0
0,11,1,7,635.0
0,15,1,7,635.0
0,18,1,7,635.0
0,19,1,7,635.0
0,20,1,7,635.0
0,2,5,15,10.0
0,5,5,15,10.0
0,6,5,15,10.0
0,9,5,15,10.0
0,10,5,15,10.0
0,16,5,15,10.0
0,0,1,1,5.0
0,1,1,1,5.0
0,8,1,1,5.0
0,11,1,1,5.0
0,15,1,1,5.0
0,18,1,1,5.0
0,19,1,1,5.0
0,20,1,1,5.0
0,0,1,4,50.0
0,1,1,4,50.0
0,8,1,4,50.0
0,11,1,4,50.0
0,15,1,4,50.0
0,18,1,4,50.0
0,19,1,4,50.0
0,20,1,4,50.0
0,2,2,4,17.5
0,5,2,4,17.5
0,6,2,4,17.5
0,9,2,4,17.5
0,10,2,4,17.5
0,16,2,4,17.5
0,0,0,3,107.41
0,1,0,3,107.41
0,8,0,3,107.41
0,11,0,3,107.41
0,15,0,3,107.41
0,18,0,3,107.41
0,19,0,3,107.41
0,20,0,3,107.41
0,2,2,12,120.0
0,5,2,12,120.0
0,6,2,12,120.0
0,9,2,12,120.0
0,10,2,12,120.0
0,16,2,12,120.0
0,3,6,16,207.5
0,4,6,16,207.5
0,7,6,16,207.5
0,12,6,16,207.5
0,13,6,16,207.5
0,14,6,16,207.5
0,17,6,16,207.5
0,0,6,7,3958.46
0,1,6,7,3958.46
0,8,6,7,3958.46
0,11,6,7,3958.46
0,15,6,7,3958.46
0,18,6,7,3958.46
0,19,6,7,3958.46
0,20,6,7,3958.46
0,0,2,3,68.33
0,1,2,3,68.33
0,8,2,3,68.33
0,11,2,3,68.33
0,15,2,3,68.33
0,18,2,3,68.33
0,19,2,3,68.33
0,20,2,3,68.33
0,2,2,7,297.5
0,5,2,7,297.5
0,6,2,7,297.5
0,9,2,7,297.5
0,10,2,7,297.5
0,16,2,7,297.5
0,3,2,4,15.0
0,4,2,4,15.0
0,7,2,4,15.0
0,12,2,4,15.0
0,13,2,4,15.0
0,14,2,4,15.0
0,17,2,4,15.0
0,3,5,4,5.0
0,4,5,4,5.0
0,7,5,4,5.0
0,12,5,4,5.0
0,13,5,4,5.0
0,14,5,4,5.0
0,17,5,4,5.0
0,0,1,22,605.0
0,1,1,22,605.0
0,8,1,22,605.0
0,11,1,22,605.0
0,15,1,22,605.0
0,18,1,22,605.0
0,19,1,22,605.0
0,20,1,22,605.0
0,3,1,11,450.16
0,4,1,11,450.16
0,7,1,11,450.16
0,12,1,11,450.16
0,13,1,11,450.16
0,14,1,11,450.16
0,17,1,11,450.16
0,3,3,7,435.0
0,4,3,7,435.0
0,7,3,7,435.0
0,12,3,7,435.0
0,13,3,7,435.0
0,14,3,7,435.0
0,17,3,7,435.0
0,0,5,9,20.0
0,1,5,9,20.0
0,8,5,9,20.0
0,11,5,9,20.0
0,15,5,9,20.0
0,18,5,9,20.0
0,19,5,9,20.0
0,20,5,9,20.0
0,0,6,6,5.0
0,1,6,6,5.0
0,8,6,6,5.0
0,11,6,6,5.0
0,15,6,6,5.0
0,18,6,6,5.0
0,19,6,6,5.0
0,20,6,6,5.0
0,2,0,7,112.41
0,5,0,7,112.41
0,6,0,7,112.41
0,9,0,7,112.41
0,10,0,7,112.41
0,16,0,7,112.41
0,0,2,7,377.5
0,1,2,7,377.5
0,8,2,7,377.5
0,11,2,7,377.5
0,15,2,7,377.5
0,18,2,7,377.5
0,19,2,7,377.5
0,20,2,7,377.5
0,0,2,26,114.89
0,1,2,26,114.89
0,8,2,26,114.89
0,11,2,26,114.89
0,15,2,26,114.89
0,18,2,26,114.89
0,19,2,26,114.89
0,20,2,26,114.89
0,0,3,3,215.0
0,1,3,3,215.0
0,8,3,3,215.0
0,11,3,3,215.0
0,15,3,3,215.0
0,18,3,3,215.0
0,19,3,3,215.0
0,20,3,3,215.0
0,0,0,12,167.37
0,1,0,12,167.37
0,8,0,12,167.37
0,11,0,12,167.37
0,15,0,12,167.37
0,18,0,12,167.37
0,19,0,12,167.37
0,20,0,12,167.37
0,3,3,20,85.0
0,4,3,20,85.0
0,7,3,20,85.0
0,12,3,20,85.0
0,13,3,20,85.0
0,14,3,20,85.0
0,17,3,20,85.0
0,0,5,6,60.0
0,1,5,6,60.0
0,8,5,6,60.0
0,11,5,6,60.0
0,15,5,6,60.0
0,18,5,6,60.0
0,19,5,6,60.0
0,20,5,6,60.0
0,0,1,10,55.0
0,1,1,10,55.0
0,8,1,10,55.0
0,11,1,10,55.0
0,15,1,10,55.0
0,18,1,10,55.0
0,19,1,10,55.0
0,20,1,10,55.0
0,2,3,26,5.0
0,5,3,26,5.0
0,6,3,26,5.0
0,9,3,26,5.0
0,10,3,26,5.0
0,16,3,26,5.0
0,0,1,3,505.11
0,1,1,3,505.11
0,8,1,3,505.11
0,11,1,3,505.11
0,15,1,3,505.11
0,18,1,3,505.11
0,19,1,3,505.11
0,20,1,3,505.11
0,3,4,18,164.37
0,4,4,18,164.37
0,7,4,18,164.37
0,12,4,18,164.37
0,13,4,18,164.37
0,14,4,18,164.37
0,17,4,18,164.37
0,3,4,9,40.0
0,4,4,9,40.0
0,7,4,9,40.0
0,12,4,9,40.0
0,13,4,9,40.0
0,14,4,9,40.0
0,17,4,9,40.0
0,0,1,8,6.34
0,1,1,8,6.34
0,8,1,8,6.34
0,11,1,8,6.34
0,15,1,8,6.34
0,18,1,8,6.34
0,19,1,8,6.34
0,20,1,8,6.34
0,0,2,9,117.5
0,1,2,9,117.5
0,8,2,9,117.5
0,11,2,9,117.5
0,15,2,9,117.5
0,18,2,9,117.5
0,19,2,9,117.5
0,20,2,9,117.5
0,3,2,14,5.0
0,4,2,14,5.0
0,7,2,14,5.0
0,12,2,14,5.0
0,13,2,14,5.0
0,14,2,14,5.0
0,17,2,14,5.0
0,2,3,17,4.22
0,5,3,17,4.22
0,6,3,17,4.22
0,9,3,17,4.22
0,10,3,17,4.22
0,16,3,17,4.22
0,0,5,14,7.5
0,1,5,14,7.5
0,8,5,14,7.5
0,11,5,14,7.5
0,15,5,14,7.5
0,18,5,14,7.5
0,19,5,14,7.5
0,20,5,14,7.5
0,2,2,3,41.45
0,5,2,3,41.45
0,6,2,3,41.45
0,9,2,3,41.45
0,10,2,3,41.45
0,16,2,3,41.45
0,2,0,12,182.36
0,5,0,12,182.36
0,6,0,12,182.36
0,9,0,12,182.36
0,10,0,12,182.36
0,16,0,12,182.36
0,3,2,10,40.0
0,4,2,10,40.0
0,7,2,10,40.0
0,12,2,10,40.0
0,13,2,10,40.0
0,14,2,10,40.0
0,17,2,10,40.0
0,2,1,25,32.5
0,5,1,25,32.5
0,6,1,25,32.5
0,9,1,25,32.5
0,10,1,25,32.5
0,16,1,25,32.5
0,2,5,0,5.0
0,5,5,0,5.0
0,6,5,0,5.0
0,9,5,0,5.0
0,10,5,0,5.0
0,16,5,0,5.0
0,3,4,27,100.0
0,4,4,27,100.0
0,7,4,27,100.0
0,12,4,27,100.0
0,13,4,27,100.0
0,14,4,27,100.0
0,17,4,27,100.0
0,3,0,9,32.47
0,4,0,9,32.47
0,7,0,9,32.47
0,12,0,9,32.47
0,13,0,9,32.47
0,14,0,9,32.47
0,17,0,9,32.47
0,0,5,16,150.0
0,1,5,16,150.0
0,8,5,16,150.0
0,11,5,16,150.0
0,15,5,16,150.0
0,18,5,16,150.0
0,19,5,16,150.0
0,20,5,16,150.0
0,0,0,1,19.98
0,1,0,1,19.98
0,8,0,1,19.98
0,11,0,1,19.98
0,15,0,1,19.98
0,18,0,1,19.98
0,19,0,1,19.98
0,20,0,1,19.98
0,0,0,21,2.49
0,1,0,21,2.49
0,8,0,21,2.49
0,11,0,21,2.49
0,15,0,21,2.49
0,18,0,21,2.49
0,19,0,21,2.49
0,20,0,21,2.49
0,2,1,2,382.5
0,5,1,2,382.5
0,6,1,2,382.5
0,9,1,2,382.5
0,10,1,2,382.5
0,16,1,2,382.5
0,3,3,9,42.5
0,4,3,9,42.5
0,7,3,9,42.5
0,12,3,9,42.5
0,13,3,9,42.5
0,14,3,9,42.5
0,17,3,9,42.5
0,0,4,7,978.52
0,1,4,7,978.52
0,8,4,7,978.52
0,11,4,7,978.52
0,15,4,7,978.52
0,18,4,7,978.52
0,19,4,7,978.52
0,20,4,7,978.52
0,0,2,28,7.5
0,1,2,28,7.5
0,8,2,28,7.5
0,11,2,28,7.5
0,15,2,28,7.5
0,18,2,28,7.5
0,19,2,28,7.5
0,20,2,28,7.5
0,0,2,6,260.0
0,1,2,6,260.0
0,8,2,6,260.0
0,11,2,6,260.0
0,15,2,6,260.0
0,18,2,6,260.0
0,19,2,6,260.0
0,20,2,6,260.0
0,0,1,12,710.0
0,1,1,12,710.0
0,8,1,12,710.0
0,11,1,12,710.0
0,15,1,12,710.0
0,18,1,12,710.0
0,19,1,12,710.0
0,20,1,12,710.0
0,2,4,12,12.68
0,5,4,12,12.68
0,6,4,12,12.68
0,9,4,12,12.68
0,10,4,12,12.68
0,16,4,12,12.68
0,2,6,7,118.35
0,5,6,7,118.35
0,6,6,7,118.35
0,9,6,7,118.35
0,10,6,7,118.35
0,16,6,7,118.35
0,3,4,20,93.12
0,4,4,20,93.12
0,7,4,20,93.12
0,12,4,20,93.12
0,13,4,20,93.12
0,14,4,20,93.12
0,17,4,20,93.12
0,2,1,29,20.0
0,5,1,29,20.0
0,6,1,29,20.0
0,9,1,29,20.0
0,10,1,29,20.0
0,16,1,29,20.0
0,0,5,7,725.0
0,1,5,7,725.0
0,8,5,7,725.0
0,11,5,7,725.0
0,15,5,7,725.0
0,18,5,7,725.0
0,19,5,7,725.0
0,20,5,7,725.0
0,3,5,22,25.0
0,4,5,22,25.0
0,7,5,22,25.0
0,12,5,22,25.0
0,13,5,22,25.0
0,14,5,22,25.0
0,17,5,22,25.0
0,3,5,22,2.11
0,4,5,22,2.11
0,7,5,22,2.11
0,12,5,22,2.11
0,13,5,22,2.11
0,14,5,22,2.11
0,17,5,22,2.11
0,2,2,29,215.0
0,5,2,29,215.0
0,6,2,29,215.0
0,9,2,29,215.0
0,10,2,29,215.0
0,16,2,29,215.0
0,2,1,13,10.0
0,5,1,13,10.0
0,6,1,13,10.0
0,9,1,13,10.0
0,10,1,13,10.0
0,16,1,13,10.0
0,3,6,21,2.5
0,4,6,21,2.5
0,7,6,21,2.5
0,12,6,21,2.5
0,13,6,21,2.5
0,14,6,21,2.5
0,17,6,21,2.5
0,2,2,29,185.2
0,5,2,29,185.2
0,6,2,29,185.2
0,9,2,29,185.2
0,10,2,29,185.2
0,16,2,29,185.2
0,2,5,5,2142.5
0,5,5,5,2142.5
0,6,5,5,2142.5
0,9,5,5,2142.5
0,10,5,5,2142.5
0,16,5,5,2142.5
0,2,0,3,42.46
0,5,0,3,42.46
0,6,0,3,42.46
0,9,0,3,42.46
0,10,0,3,42.46
0,16,0,3,42.46
0,2,5,10,2.5
0,5,5,10,2.5
0,6,5,10,2.5
0,9,5,10,2.5
0,10,5,10,2.5
0,16,5,10,2.5
0,0,6,3,7.5
0,1,6,3,7.5
0,8,6,3,7.5
0,11,6,3,7.5
0,15,6,3,7.5
0,18,6,3,7.5
0,19,6,3,7.5
0,20,6,3,7.5
0,3,6,1,268.4
0,4,6,1,268.4
0,7,6,1,268.4
0,12,6,1,268.4
0,13,6,1,268.4
0,14,6,1,268.4
0,17,6,1,268.4
0,2,5,22,5.0
0,5,5,22,5.0
0,6,5,22,5.0
0,9,5,22,5.0
0,10,5,22,5.0
0,16,5,22,5.0
0,3,1,5,2.11
0,4,1,5,2.11
0,7,1,5,2.11
0,12,1,5,2.11
0,13,1,5,2.11
0,14,1,5,2.11
0,17,1,5,2.11
0,0,6,11,267.5
0,1,6,11,267.5
0,8,6,11,267.5
0,11,6,11,267.5
0,15,6,11,267.5
0,18,6,11,267.5
0,19,6,11,267.5
0,20,6,11,267.5
0,2,3,14,4.22
0,5,3,14,4.22
0,6,3,14,4.22
0,9,3,14,4.22
0,10,3,14,4.22
0,16,3,14,4.22
0,2,6,7,67.5
0,5,6,7,67.5
0,6,6,7,67.5
0,9,6,7,67.5
0,10,6,7,67.5
0,16,6,7,67.5
0,2,0,5,567.06
0,5,0,5,567.06
0,6,0,5,567.06
0,9,0,5,567.06
0,10,0,5,567.06
0,16,0,5,567.06
0,3,4,4,35.0
0,4,4,4,35.0
0,7,4,4,35.0
0,12,4,4,35.0
0,13,4,4,35.0
0,14,4,4,35.0
0,17,4,4,35.0
0,3,4,14,4.22
0,4,4,14,4.22
0,7,4,14,4.22
0,12,4,14,4.22
0,13,4,14,4.22
0,14,4,14,4.22
0,17,4,14,4.22
0,2,1,8,127.5
0,5,1,8,127.5
0,6,1,8,127.5
0,9,1,8,127.5
0,10,1,8,127.5
0,16,1,8,127.5
0,0,0,11,84.93
0,1,0,11,84.93
0,8,0,11,84.93
0,11,0,11,84.93
0,15,0,11,84.93
0,18,0,11,84.93
0,19,0,11,84.93
0,20,0,11,84.93
0,3,5,18,57.5
0,4,5,18,57.5
0,7,5,18,57.5
0,12,5,18,57.5
0,13,5,18,57.5
0,14,5,18,57.5
0,17,5,18,57.5
0,0,0,8,-7.49
0,1,0,8,-7.49
0,8,0,8,-7.49
0,11,0,8,-7.49
0,15,0,8,-7.49
0,18,0,8,-7.49
0,19,0,8,-7.49
0,20,0,8,-7.49
0,0,1,12,86.65
0,1,1,12,86.65
0,8,1,12,86.65
0,11,1,12,86.65
0,15,1,12,86.65
0,18,1,12,86.65
0,19,1,12,86.65
0,20,1,12,86.65
0,2,1,1,50.0
0,5,1,1,50.0
0,6,1,1,50.0
0,9,1,1,50.0
0,10,1,1,50.0
0,16,1,1,50.0
0,0,1,30,7.5
0,1,1,30,7.5
0,8,1,30,7.5
0,11,1,30,7.5
0,15,1,30,7.5
0,18,1,30,7.5
0,19,1,30,7.5
0,20,1,30,7.5
0,3,2,16,67.5
0,4,2,16,67.5
0,7,2,16,67.5
0,12,2,16,67.5
0,13,2,16,67.5
0,14,2,16,67.5
0,17,2,16,67.5
0,2,6,6,15.0
0,5,6,6,15.0
0,6,6,6,15.0
0,9,6,6,15.0
0,10,6,6,15.0
0,16,6,6,15.0
0,2,4,26,5.62
0,5,4,26,5.62
0,6,4,26,5.62
0,9,4,26,5.62
0,10,4,26,5.62
0,16,4,26,5.62
0,3,2,7,3153.24
0,4,2,7,3153.24
0,7,2,7,3153.24
0,12,2,7,3153.24
0,13,2,7,3153.24
0,14,2,7,3153.24
0,17,2,7,3153.24
0,0,0,7,145.82
0,1,0,7,145.82
0,8,0,7,145.82
0,11,0,7,145.82
0,15,0,7,145.82
0,18,0,7,145.82
0,19,0,7,145.82
0,20,0,7,145.82
0,3,2,25,15.0
0,4,2,25,15.0
0,7,2,25,15.0
0,12,2,25,15.0
0,13,2,25,15.0
0,14,2,25,15.0
0,17,2,25,15.0
0,0,2,2,320.31
0,1,2,2,320.31
0,8,2,2,320.31
0,11,2,2,320.31
0,15,2,2,320.31
0,18,2,2,320.31
0,19,2,2,320.31
0,20,2,2,320.31
0,3,0,17,92.42
0,4,0,17,92.42
0,7,0,17,92.42
0,12,0,17,92.42
0,13,0,17,92.42
0,14,0,17,92.42
0,17,0,17,92.42
0,2,6,15,10.0
0,5,6,15,10.0
0,6,6,15,10.0
0,9,6,15,10.0
0,10,6,15,10.0
0,16,6,15,10.0
0,3,5,8,0.0
0,4,5,8,0.0
0,7,5,8,0.0
0,12,5,8,0.0
0,13,5,8,0.0
0,14,5,8,0.0
0,17,5,8,0.0
0,2,5,12,16.9
0,5,5,12,16.9
0,6,5,12,16.9
0,9,5,12,16.9
0,10,5,12,16.9
0,16,5,12,16.9
0,2,4,15,17.5
0,5,4,15,17.5
0,6,4,15,17.5
0,9,4,15,17.5
0,10,4,15,17.5
0,16,4,15,17.5
0,0,2,23,-4.22
0,1,2,23,-4.22
0,8,2,23,-4.22
0,11,2,23,-4.22
0,15,2,23,-4.22
0,18,2,23,-4.22
0,19,2,23,-4.22
0,20,2,23,-4.22
0,2,6,2,17.5
0,5,6,2,17.5
0,6,6,2,17.5
0,9,6,2,17.5
0,10,6,2,17.5
0,16,6,2,17.5
0,0,3,3,338.15
